x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.049904704093933105,-0.08761364221572876,-0.02102911485593495,-0.08230459690093994,-0.1524207592010498,-0.046267427636792036,-0.1063256561756134,-0.1809084415435791,-0.06960758952658352,-0.10335129499435425,-0.18550580739974976,-0.08721970407526669,0.02578490972518921,-0.27685171365737915,-0.03895670933883366,-0.08409368991851807,-0.2587575912475586,-0.07427621273558316,-0.08479076623916626,-0.2073899507522583,-0.09636673717062649,-0.05516868829727173,-0.20180559158325195,-0.11033200113337216,0.04211157560348511,-0.22656840085983276,-0.04754131300609288,-0.08899092674255371,-0.19607901573181152,-0.07681480435888943,-0.0780213475227356,-0.1552649736404419,-0.08246545879404721,-0.04633677005767822,-0.15710240602493286,-0.08634028224508938,0.04396134614944458,-0.16160619258880615,-0.05932232750814137,-0.0806572437286377,-0.1324198842048645,-0.08022772161524472,-0.07018882036209106,-0.10142409801483154,-0.06870244084160504,-0.041662395000457764,-0.10415124893188477,-0.06073118014495549,0.03431659936904907,-0.09089726209640503,-0.07464445768158612,-0.061222851276397705,-0.07629162073135376,-0.08819885192673382,-0.05185067653656006,-0.06061965227127075,-0.08211592970650372,-0.02296370267868042,-0.06598305702209473,-0.07527896402638135,Rock
0.0,0.0,0.0,-0.051560401916503906,-0.08873754739761353,-0.020614328960220973,-0.08533066511154175,-0.15408563613891602,-0.04655875375334517,-0.10890120267868042,-0.1873875856399536,-0.07051060085956351,-0.09848755598068237,-0.18241196870803833,-0.08893713092271582,0.030592799186706543,-0.2744508981704712,-0.04305856784645812,-0.07643121480941772,-0.26169878244400024,-0.07482725119058387,-0.08130216598510742,-0.20730537176132202,-0.0924614716118981,-0.05441159009933472,-0.20067495107650757,-0.1040203917569329,0.04794585704803467,-0.22208279371261597,-0.05191541945401923,-0.0819278359413147,-0.1935155987739563,-0.07941370939676062,-0.07512980699539185,-0.1520305871963501,-0.0818995062059571,-0.04502016305923462,-0.1529596447944641,-0.08372854923669593,0.049758076667785645,-0.15503239631652832,-0.06331989651386039,-0.07390213012695312,-0.12758946418762207,-0.08363572990361945,-0.06735265254974365,-0.09879279136657715,-0.07100803142253653,-0.03922611474990845,-0.10132062435150146,-0.06213224788967864,0.03995823860168457,-0.08337318897247314,-0.07791120296184317,-0.05434751510620117,-0.07516103982925415,-0.09081435685817496,-0.049524664878845215,-0.062057435512542725,-0.08362462853853003,-0.023260951042175293,-0.06516295671463013,-0.07593699281875388,Rock
0.0,0.0,0.0,-0.05115443468093872,-0.09163349866867065,-0.01849950194943517,-0.08419680595397949,-0.1596531867980957,-0.044015043383723196,-0.1085856556892395,-0.1933773159980774,-0.06799035236824125,-0.10661274194717407,-0.19102168083190918,-0.08622491077173322,0.026421546936035156,-0.27885234355926514,-0.04054213777769178,-0.08364015817642212,-0.267267107963562,-0.07454868868578046,-0.08348947763442993,-0.21535158157348633,-0.0942113594769296,-0.05321723222732544,-0.20852893590927124,-0.10667599455106824,0.04194086790084839,-0.22677063941955566,-0.05097059250462621,-0.09099447727203369,-0.20060348510742188,-0.07965870664108365,-0.07788443565368652,-0.1615942120552063,-0.08375041649330228,-0.044601500034332275,-0.16462361812591553,-0.08676394537675947,0.043029844760894775,-0.16010767221450806,-0.06402989194381803,-0.08313614130020142,-0.13584929704666138,-0.08445815459478467,-0.07019370794296265,-0.10672932863235474,-0.07206778690803617,-0.03886568546295166,-0.1099744439125061,-0.06366773412216276,0.03220313787460327,-0.08774667978286743,-0.08030654952514737,-0.06481343507766724,-0.07994234561920166,-0.09342422798860639,-0.05391871929168701,-0.06546556949615479,-0.0865720333217439,-0.022955238819122314,-0.06976562738418579,-0.07929850087154477,Rock
0.0,0.0,0.0,-0.051220834255218506,-0.09332746267318726,-0.01792619422911912,-0.0838732123374939,-0.1601240038871765,-0.043585673429959115,-0.10994714498519897,-0.1928788423538208,-0.06791272432445794,-0.10945042967796326,-0.20162492990493774,-0.08689267606376916,0.026355504989624023,-0.28059321641921997,-0.04171181143163949,-0.08669137954711914,-0.26965951919555664,-0.07575980991958886,-0.08844161033630371,-0.21569639444351196,-0.09541950047849923,-0.057761311531066895,-0.20614540576934814,-0.10770105243562966,0.03869849443435669,-0.22741293907165527,-0.05196769581078797,-0.09533530473709106,-0.20215117931365967,-0.08036388874887734,-0.08526122570037842,-0.16183876991271973,-0.08401959062456399,-0.05280786752700806,-0.16090530157089233,-0.08703920663236886,0.03586721420288086,-0.16050022840499878,-0.06461493343948632,-0.0908513069152832,-0.13750696182250977,-0.08559491903423577,-0.08175945281982422,-0.1061057448387146,-0.07323698372482568,-0.05266380310058594,-0.10638630390167236,-0.06508465529321938,0.021659672260284424,-0.08853405714035034,-0.08018602103828698,-0.07544630765914917,-0.0810173749923706,-0.09474731654762536,-0.06680208444595337,-0.06487846374511719,-0.088320110448592,-0.03728455305099487,-0.06728565692901611,-0.0812259805285862,Rock
0.0,0.0,0.0,-0.04414999485015869,-0.10076230764389038,-0.014907677739074643,-0.0760730504989624,-0.17299246788024902,-0.0398584446750192,-0.10729032754898071,-0.2077987790107727,-0.06363521058779043,-0.11106932163238525,-0.20913761854171753,-0.08269097943525594,0.02734053134918213,-0.2792511582374573,-0.04546591181974691,-0.0876346230506897,-0.2782001495361328,-0.07843923856239599,-0.08619874715805054,-0.22460782527923584,-0.09518490274172109,-0.05478405952453613,-0.2128448486328125,-0.10542676885347646,0.03643685579299927,-0.22411489486694336,-0.05673716132264417,-0.09914308786392212,-0.2072674036026001,-0.08416387726288121,-0.08425229787826538,-0.1678268313407898,-0.08625016648989003,-0.05093127489089966,-0.16604363918304443,-0.0885921149395017,0.030827045440673828,-0.1561080813407898,-0.06936791826706212,-0.09673482179641724,-0.1415572166442871,-0.08943200398903173,-0.08252400159835815,-0.11144459247589111,-0.07689037461500448,-0.05103331804275513,-0.11174243688583374,-0.0691441624305753,0.014544069766998291,-0.08336633443832397,-0.08425429005842489,-0.08500486612319946,-0.08377385139465332,-0.09869303096752446,-0.07452988624572754,-0.06683307886123657,-0.09153262813310903,-0.04486924409866333,-0.06728094816207886,-0.08428441275577825,Rock
0.0,0.0,0.0,-0.04269814491271973,-0.10062825679779053,-0.015189087818498592,-0.07484942674636841,-0.17339318990707397,-0.04102638816380022,-0.10738211870193481,-0.20711135864257812,-0.06534879362129686,-0.11489659547805786,-0.20498257875442505,-0.08498307770037172,0.024905502796173096,-0.2788923382759094,-0.04897217532538889,-0.09094446897506714,-0.2739436626434326,-0.08039179151796816,-0.08913171291351318,-0.220802903175354,-0.09519801741384981,-0.0577387809753418,-0.20904284715652466,-0.10437394386076448,0.03348386287689209,-0.22277265787124634,-0.06032451694750307,-0.10200774669647217,-0.2030048966407776,-0.08716647779488085,-0.08697408437728882,-0.16515880823135376,-0.08851483171724794,-0.05393683910369873,-0.1619301438331604,-0.09063247298740862,0.02765953540802002,-0.15310394763946533,-0.072729368562932,-0.09924644231796265,-0.1373816728591919,-0.09207423483871935,-0.08456474542617798,-0.10941427946090698,-0.07969203298830507,-0.05326944589614868,-0.10895168781280518,-0.07235873943113802,0.011822640895843506,-0.0792580246925354,-0.08733586674475191,-0.08603614568710327,-0.08098596334457397,-0.10217109775089739,-0.07586115598678589,-0.06567645072937012,-0.09592873310589312,-0.04692196846008301,-0.06538885831832886,-0.08937831675552843,Rock
0.0,0.0,0.0,-0.0351184606552124,-0.1001737117767334,-0.01275543099993115,-0.0665210485458374,-0.17801368236541748,-0.037242866817649656,-0.10421067476272583,-0.2187730073928833,-0.06049392721408253,-0.1249922513961792,-0.23546284437179565,-0.0795662922298277,0.01638096570968628,-0.2742919325828552,-0.05116509995215779,-0.09499502182006836,-0.2835931181907654,-0.08220325386875516,-0.09760314226150513,-0.23087507486343384,-0.09296842640989667,-0.06922662258148193,-0.21793705224990845,-0.09884445345753079,0.020928382873535156,-0.2198583483695984,-0.06285955733412152,-0.11324411630630493,-0.21177959442138672,-0.09243006980770474,-0.1001691222190857,-0.16849827766418457,-0.0918866542612875,-0.06633472442626953,-0.16393154859542847,-0.09174071228855496,0.010906815528869629,-0.15391117334365845,-0.07502269721382504,-0.11472690105438232,-0.14906740188598633,-0.09799151844137555,-0.09940451383590698,-0.11559462547302246,-0.08507799333685284,-0.06598979234695435,-0.11478781700134277,-0.07686565047853833,-0.008516073226928711,-0.08620482683181763,-0.08849015063398724,-0.1083453893661499,-0.09272587299346924,-0.10591060644739514,-0.0993351936340332,-0.0749468207359314,-0.10001868731134778,-0.07066279649734497,-0.07542639970779419,-0.09370831376665478,Rock
0.0,0.0,0.0,-0.0312538743019104,-0.0993545651435852,-0.01740352147803037,-0.06726741790771484,-0.18114280700683594,-0.0427084592132303,-0.1089293360710144,-0.22253340482711792,-0.06595099242017,-0.1262516975402832,-0.2236451506614685,-0.08571454407260148,0.01956409215927124,-0.2585951089859009,-0.055120694354030775,-0.09240716695785522,-0.2715572118759155,-0.08852548421904771,-0.09425681829452515,-0.21874648332595825,-0.10031278701112001,-0.06507295370101929,-0.20401418209075928,-0.10615648598954408,0.02174609899520874,-0.1957768201828003,-0.0642790672330591,-0.10932326316833496,-0.1983412504196167,-0.09637504340693681,-0.09817147254943848,-0.15905576944351196,-0.09517344357058732,-0.06636911630630493,-0.15311920642852783,-0.09368451954409807,0.008147120475769043,-0.12638038396835327,-0.07470293612763612,-0.11481034755706787,-0.1361929178237915,-0.10376683147237031,-0.10223543643951416,-0.1050310730934143,-0.0922539782671663,-0.06945216655731201,-0.10090655088424683,-0.08243551374957292,-0.014526605606079102,-0.05941265821456909,-0.08616733075663774,-0.1128963828086853,-0.079337477684021,-0.10876226694867341,-0.10536694526672363,-0.06228840351104736,-0.1045792204289171,-0.07595467567443848,-0.05794632434844971,-0.09814480216786592,Rock
0.0,0.0,0.0,-0.03220951557159424,-0.0954551100730896,-0.013987697558007994,-0.07020217180252075,-0.17589807510375977,-0.038932377369604865,-0.11527436971664429,-0.21636682748794556,-0.062402015449009696,-0.13648641109466553,-0.22186505794525146,-0.08267602500458793,0.012782812118530273,-0.2576788663864136,-0.054124241591892996,-0.1009359359741211,-0.2681540846824646,-0.08618918982287482,-0.10404747724533081,-0.21360564231872559,-0.09684548702975349,-0.07375049591064453,-0.19723761081695557,-0.10218732234974937,0.013416409492492676,-0.19637662172317505,-0.06489029702683524,-0.11939805746078491,-0.19564580917358398,-0.0955457928492649,-0.10895246267318726,-0.1534327268600464,-0.09356101033230857,-0.07524114847183228,-0.14714545011520386,-0.09173460480710105,-0.0011417865753173828,-0.1270633339881897,-0.07623021480580405,-0.1251731514930725,-0.13128477334976196,-0.10257271108170585,-0.11023914813995361,-0.09813570976257324,-0.08989657637616233,-0.0736512541770935,-0.09468841552734375,-0.08030747798224525,-0.023750007152557373,-0.059006690979003906,-0.08841917094727592,-0.12291574478149414,-0.0727996826171875,-0.10972497788210944,-0.111083984375,-0.054683566093444824,-0.10483966943760947,-0.07614654302597046,-0.05128586292266846,-0.09809723672410087,Rock
0.0,0.0,0.0,-0.032891690731048584,-0.09502780437469482,-0.016043400284416975,-0.06914561986923218,-0.17062115669250488,-0.04258045543409139,-0.11221915483474731,-0.20863723754882812,-0.0673750041840151,-0.1332477629184723,-0.2123621106147766,-0.08912841219878942,0.01543283462524414,-0.24952912330627441,-0.05946014065719396,-0.09708034992218018,-0.2614731192588806,-0.09173138428903371,-0.10099130868911743,-0.20808100700378418,-0.10082442302680761,-0.07152599096298218,-0.19073742628097534,-0.10504101951099187,0.01880061626434326,-0.1851130723953247,-0.06960110355592519,-0.11467361450195312,-0.1865810751914978,-0.10177619744516164,-0.10639458894729614,-0.1458156704902649,-0.0991769878981188,-0.0734911561012268,-0.13956612348556519,-0.09684514243579656,0.00627446174621582,-0.11399596929550171,-0.08028955746866018,-0.12041491270065308,-0.12276369333267212,-0.10988782335496694,-0.10764098167419434,-0.09088432788848877,-0.0972967668292597,-0.07140636444091797,-0.08668488264083862,-0.08708646882749349,-0.01524806022644043,-0.044708073139190674,-0.09159710992551595,-0.11642056703567505,-0.06478404998779297,-0.11648631085134298,-0.1085711121559143,-0.050274670124053955,-0.11230011273599416,-0.07609283924102783,-0.04726749658584595,-0.10560072947717458,Rock
0.0,0.0,0.0,-0.01892697811126709,-0.09564030170440674,-0.011659149993704432,-0.06192207336425781,-0.17666000127792358,-0.0389068210316168,-0.12148874998092651,-0.21505939960479736,-0.06529317515020239,-0.15595266222953796,-0.2204565405845642,-0.08971439020757543,-0.005556643009185791,-0.24433249235153198,-0.06207216249828207,-0.11799865961074829,-0.261627733707428,-0.09307932572488653,-0.11918085813522339,-0.21317392587661743,-0.09918521063451635,-0.08962142467498779,-0.1950179934501648,-0.1014031739724146,-0.011253178119659424,-0.18367505073547363,-0.07478377686862814,-0.1413888931274414,-0.194993257522583,-0.1053673224342333,-0.12710005044937134,-0.15352791547775269,-0.10018922852401602,-0.09378719329833984,-0.14678537845611572,-0.09645816402559149,-0.029747605323791504,-0.11521422863006592,-0.08707356916789877,-0.1517709493637085,-0.13263559341430664,-0.11278059052352774,-0.1331394910812378,-0.0985947847366333,-0.09702363329057562,-0.09770387411117554,-0.09227573871612549,-0.08625250773553716,-0.055272817611694336,-0.04723095893859863,-0.09976511912469732,-0.15035554766654968,-0.07133752107620239,-0.12190996574287283,-0.13669061660766602,-0.054987549781799316,-0.11586428152446615,-0.10601520538330078,-0.049375832080841064,-0.10884766744499075,Rock
0.0,0.0,0.0,-0.006082713603973389,-0.09256482124328613,-0.007018565079562222,-0.047984302043914795,-0.17740696668624878,-0.028124273168288028,-0.11250698566436768,-0.2157999873161316,-0.04908880067094401,-0.15618807077407837,-0.22638028860092163,-0.06889192235692576,-0.007877230644226074,-0.23407292366027832,-0.05027113703116015,-0.1166113018989563,-0.262434184551239,-0.08341484737618998,-0.11735564470291138,-0.21781116724014282,-0.09417900663837031,-0.09210175275802612,-0.20020729303359985,-0.09822517109139994,-0.020886242389678955,-0.17309880256652832,-0.06290101480706767,-0.14173120260238647,-0.19070547819137573,-0.09522536617740229,-0.12475067377090454,-0.15526986122131348,-0.09250135940536097,-0.09254956245422363,-0.14721500873565674,-0.08969079178794459,-0.04230993986129761,-0.10930639505386353,-0.07577300292476252,-0.15293890237808228,-0.13195806741714478,-0.10434853506311015,-0.13068675994873047,-0.10112684965133667,-0.09012589079364375,-0.09571820497512817,-0.09496927261352539,-0.07869670760854319,-0.06734812259674072,-0.0475999116897583,-0.08819600415452555,-0.15587115287780762,-0.07630652189254761,-0.11009288054927424,-0.13673508167266846,-0.05616062879562378,-0.1026442743562086,-0.10340851545333862,-0.04996758699417114,-0.09433327836021022,Rock
